source_file,well_name,DEPT,FORCE_2020_LITHOFACIES_CONFIDENCE,FORCE_2020_LITHOFACIES_LITHOLOGY,CALI,BS,ROPA,RDEP,RMED,DTS,DTC,NPHI,PEF,GR,RHOB,DEPTH_MD,X_LOC,Y_LOC,Z_LOC
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,2656.7064,,,,12.250000954,56.607566833,1.6113221645,1.4857980013,,,,,90.631660461,,2656.7062988,483305.84375,6827845.0,-2628.661865
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,2656.8584,,,,12.250000954,56.92980957,1.612472415,1.496684432,,,,,91.246650696,,2656.8583984,483305.84375,6827845.0,-2628.811279
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,2657.0104,,,,12.250000954,57.215232849,1.6125999689,1.4979000092,,,,,90.950630188,,2657.010498,483305.875,6827845.0,-2628.960449
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,2657.1624,,,,12.250000954,56.999393463,1.6198585033,1.5226453543,,,,,88.44317627,,2657.1623535,483305.90625,6827845.0,-2629.109619
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,2657.3144,,,,12.250000954,56.783550262,1.6263688803,1.544878006,,,,,86.785377502,,2657.3144531,483305.9375,6827845.0,-2629.259033
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,2657.4664,,,,12.250000954,56.567710876,1.6523746252,1.5622279644,,,,,86.999931335,,2657.4663086,483305.9375,6827845.0,-2629.408203
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,2657.6184,,,,12.250000954,56.35187149,1.6754558086,1.5757577419,,,,,88.70375824,,2657.6184082,483305.96875,6827845.0,-2629.557617
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,2657.7704,,,,12.250000954,56.136032104,1.690521121,1.5919270515,,,,,89.686943054,,2657.7705078,483306.0,6827845.0,-2629.706787
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,2657.9224,,,,12.250000954,55.920192719,1.7020884752,1.6055524349,,,,,88.936950684,,2657.9223633,483306.03125,6827844.5,-2629.855957
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,2658.0744,,,,12.250000954,55.769081116,1.7136362791,1.6244920492,,,,,88.359603882,,2658.0744629,483306.03125,6827844.5,-2630.005371
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,2658.2264,,,,12.250000954,55.685482025,1.7109911442,1.6300730705,,,,,88.628829956,,2658.2263184,483306.0625,6827844.5,-2630.154541
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,2658.3784,,,,12.250000954,55.60187912,1.7031700611,1.6215713024,,,,,89.095962524,,2658.378418,483306.09375,6827844.5,-2630.303711
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,2658.5304,,,,12.250000954,55.518280029,1.7045880556,1.6203999519,,,,,88.572662354,,2658.5305176,483306.125,6827844.5,-2630.453125
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,2658.6824,,,,12.250000954,55.434680939,1.7206668854,1.6385040283,,,,,87.251571655,,2658.682373,483306.15625,6827844.5,-2630.602295
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,2658.8344,,,,12.250000954,55.351078033,1.7398946285,1.6478462219,,,,,86.46031189,,2658.8344727,483306.15625,6827844.5,-2630.751709
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,2658.9864,,,,12.250000954,55.267478943,1.7359056473,1.6393715143,,,,,86.323135376,,2658.9863281,483306.1875,6827844.5,-2630.900879
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,2659.1384,,,,12.250000954,57.221126556,1.7192472219,1.6243309975,,,,,86.916862488,,2659.1384277,483306.21875,6827844.5,-2631.050049
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,2659.2904,,,,12.250000954,59.374965668,1.7120205164,1.580996871,,,,,88.040657043,,2659.2902832,483306.25,6827844.5,-2631.199463
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,2659.4424,,,,12.250000954,61.528808594,1.722086668,1.5525010824,,,,,88.487930298,,2659.4423828,483306.25,6827844.5,-2631.348633
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,2659.5944,,,,12.250000954,63.682647705,1.7484654188,1.5859913826,,,,,87.715263367,,2659.5944824,483306.28125,6827844.5,-2631.498047
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,2659.7464,,,,12.250000954,65.836486816,1.7524895668,1.6441773176,,,,,86.366378784,,2659.7463379,483306.3125,6827844.5,-2631.647217
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,2659.8984,,,,12.250000954,67.990325928,1.7295759916,1.6425242424,,,,,86.011451721,,2659.8984375,483306.34375,6827844.5,-2631.796387
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,2660.0504,,,,12.250000954,68.762702942,1.717392683,1.6131317616,,,,,86.681907654,,2660.050293,483306.34375,6827844.5,-2631.945801
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,2660.2024,,,,12.250000954,66.750221252,1.7153822184,1.5930787325,,,,,87.063163757,,2660.2023926,483306.375,6827844.5,-2632.094971
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,2660.3544,,,,12.250000954,64.737747192,1.7060495615,1.5908498764,,,,,86.906364441,,2660.3544922,483306.40625,6827844.5,-2632.244141
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,2660.5064,,,,12.250000954,62.725261688,1.6967556477,1.6056412458,,,,,86.958641052,,2660.5063477,483306.4375,6827844.5,-2632.393555
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,2660.6584,,,,12.250000954,60.712783813,1.6849372387,1.6079137325,,,,,87.0963974,,2660.6584473,483306.4375,6827844.5,-2632.542725
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,2660.8104,,,,12.250000954,58.700302124,1.6823176146,1.6000567675,,,,,87.684913635,,2660.8103027,483306.46875,6827844.5,-2632.692139
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,2660.9624,,,,12.250000954,56.687824249,1.6860191822,1.5882546902,,,,,88.738342285,,2660.9624023,483306.5,6827844.5,-2632.841309
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,2661.1144,,,,12.250000954,56.384479523,1.6772351265,1.5825673342,,,,,89.758735657,,2661.114502,483306.5,6827844.5,-2632.990479
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,2661.2664,,,,12.250000954,56.642879486,1.6872224808,1.5657855272,,,,,90.032188416,,2661.2663574,483306.53125,6827844.5,-2633.139893
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,2661.4184,,,,12.250000954,56.901279449,1.6927286386,1.5760984421,,,,,89.46321106,,2661.418457,483306.53125,6827844.5,-2633.289063
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,2661.5704,,,,12.250000954,57.159679413,1.6814483404,1.6058323383,,,,,88.838104248,,2661.5703125,483306.5625,6827844.5,-2633.438232
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,2661.7224,,,,12.250000954,57.418079376,1.7054902315,1.6224286556,,,,,88.011581421,,2661.7224121,483306.59375,6827844.5,-2633.587646
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,2661.8744,,,,12.250000954,57.67647934,1.7494447231,1.6431063414,,,,,87.070831299,,2661.8745117,483306.625,6827844.5,-2633.736816
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,2662.0264,,,,12.250000954,57.575046539,1.7737795115,1.6353054047,,,,,86.688766479,,2662.0263672,483306.65625,6827844.5,-2633.88623
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,2662.1784,,,,12.250000954,55.761688232,1.7810723782,1.6167243719,,,,,86.969169617,,2662.1784668,483306.65625,6827844.5,-2634.0354
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,2662.3304,,,,12.250000954,53.948326111,1.780056119,1.611759901,,,,,86.734832764,,2662.3303223,483306.6875,6827844.5,-2634.184814
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,2662.4824,,,,12.250000954,52.134967804,1.793546319,1.638032794,,,,,85.900764465,,2662.4824219,483306.71875,6827844.5,-2634.333984
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,2662.6344,,,,12.250000954,50.321605682,1.8213851452,1.7188022137,,,,,86.372207642,,2662.6345215,483306.75,6827844.5,-2634.483154
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,2662.7864,,,,12.250000954,48.508247375,1.8347045183,1.7787411213,,,,,88.837921143,,2662.786377,483306.75,6827844.0,-2634.632568
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,2662.9384,,,,12.250000954,46.694885254,1.8350092173,1.7795770168,,,,,92.054771423,,2662.9384766,483306.78125,6827844.0,-2634.781738
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,2663.0904,,,,12.250000954,46.657886505,1.8352663517,1.7393908501,,,,,94.324699402,,2663.090332,483306.8125,6827844.0,-2634.930908
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,2663.2424,,,,12.250000954,47.831325531,1.8370704651,1.6964432001,,,,,93.68421936,,2663.2424316,483306.84375,6827844.0,-2635.080322
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,2663.3944,,,,12.250000954,49.004768372,1.83063972,1.6900166273,,,,,90.442825317,,2663.3942871,483306.84375,6827844.0,-2635.229492
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,2663.5464,,,,12.250000954,50.178207397,1.8061385155,1.6778124571,,,,,86.104919434,,2663.5463867,483306.875,6827844.0,-2635.378906
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,2663.6984,,,,12.250000954,51.351646423,1.7947003841,1.6683434248,,,,,83.891166687,,2663.6984863,483306.90625,6827844.0,-2635.528076
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,2663.8504,,,,12.250000954,52.525089264,1.8002103567,1.6673111916,,,,,85.11466217,,2663.8503418,483306.9375,6827844.0,-2635.677246
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,2664.0024,,,,12.250000954,53.723896027,1.793753624,1.6611958742,,,,,87.32723999,,2664.0024414,483306.9375,6827844.0,-2635.82666
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,2664.1544,,,,12.250000954,56.503974915,1.7973282337,1.7150906324,,,,,88.292045593,,2664.1542969,483306.96875,6827844.0,-2635.976074
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,2664.3064,,,,12.250000954,59.284057617,1.8065677881,1.7771728039,,,,,86.860679626,,2664.3063965,483307.0,6827844.0,-2636.125244
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,2664.4584,,,,12.250000954,62.064136505,1.7873855829,1.7246193886,,,,,84.402397156,,2664.4584961,483307.03125,6827844.0,-2636.274414
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,2664.6104,,,,12.250000954,64.844215393,1.7490552664,1.6393499374,,,,,82.582389832,,2664.6103516,483307.03125,6827844.0,-2636.423584
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,2664.7624,,,,12.250000954,67.624298096,1.7379460335,1.6005117893,,,,,82.613632202,,2664.7624512,483307.0625,6827844.0,-2636.572998
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,2664.9144,,,,12.250000954,70.404380798,1.7507154942,1.6045072079,,,,,84.577705383,,2664.9143066,483307.09375,6827844.0,-2636.722168
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,2665.0664,,,,12.250000954,69.990615845,1.7484585047,1.6291717291,,,,,86.737464905,,2665.0664063,483307.125,6827844.0,-2636.871338
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,2665.2184,,,,12.250000954,65.459495544,1.725199461,1.6468248367,,,,,87.502929688,,2665.2185059,483307.15625,6827844.0,-2637.020752
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,2665.3704,,,,12.250000954,60.928375244,1.7334529161,1.633097887,,,,,86.827293396,,2665.3703613,483307.15625,6827844.0,-2637.169922
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,2665.5224,,,,12.250000954,56.397254944,1.7385237217,1.6160594225,,,,,85.288917542,,2665.5224609,483307.1875,6827844.0,-2637.319336
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,2665.6744,,,,12.250000954,51.866134644,1.7198469639,1.6051251888,,,,,84.787246704,,2665.6743164,483307.21875,6827844.0,-2637.468506
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,2665.8264,,,,12.250000954,47.335014343,1.6952097416,1.6042947769,,,,,85.238555908,,2665.826416,483307.25,6827844.0,-2637.617676
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,2665.9784,,,,12.250000954,42.803894043,1.6984964609,1.6222425699,,,,,86.38508606,,2665.9785156,483307.25,6827844.0,-2637.76709
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,2666.1304,,,,12.250000954,43.690895081,1.6993000507,1.6246000528,,,,,87.326446533,,2666.1303711,483307.28125,6827844.0,-2637.916504
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,2666.2824,,,,12.250000954,45.475376129,1.6999862194,1.6236611605,,,,,86.919036865,,2666.2824707,483307.3125,6827844.0,-2638.065674
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,2666.4344,,,,12.250000954,47.259857178,1.7118003368,1.6287478209,,,,,85.380241394,,2666.4343262,483307.34375,6827844.0,-2638.214844
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,2666.5864,,,,12.250000954,49.044338226,1.7290331125,1.6390382051,,,,,83.972396851,,2666.5864258,483307.34375,6827844.0,-2638.364014
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,2666.7384,,,,12.250000954,50.82881546,1.7310999632,1.6403000355,,,,,84.407669067,,2666.7382813,483307.375,6827844.0,-2638.513428
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,2666.8904,,,,12.250000954,52.613296509,1.715569973,1.6402651072,,,,,86.633155823,,2666.8903809,483307.40625,6827844.0,-2638.662598
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,2667.0424,,,,12.250000954,53.986495972,1.6900458336,1.6402072906,,,,,88.447769165,,2667.0424805,483307.4375,6827844.0,-2638.811768
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,2667.1944,,,,12.250000954,54.296577454,1.705581069,1.6394692659,,,,,88.445335388,,2667.1943359,483307.4375,6827844.0,-2638.961182
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,2667.3464,,,,12.250000954,54.606655121,1.7367070913,1.6382467747,,,,,87.279777527,,2667.3464355,483307.46875,6827844.0,-2639.110596
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,2667.4984,,,,12.250000954,54.916736603,1.7398482561,1.6333295107,,,,,86.839813232,,2667.498291,483307.5,6827843.5,-2639.259766
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,2667.6504,,,,12.250000954,55.22681427,1.7387353182,1.6251857281,,,,,87.107093811,,2667.6503906,483307.53125,6827843.5,-2639.408936
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,2667.8024,,,,12.250000954,55.536895752,1.742592454,1.6224733591,,,,,87.197166443,,2667.8024902,483307.53125,6827843.5,-2639.558105
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,2667.9544,,,,12.250000954,55.846973419,1.7288457155,1.6313111782,,,,,87.071014404,,2667.9543457,483307.5625,6827843.5,-2639.70752
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,2668.1064,,,,12.250000954,55.431407928,1.6979728937,1.6565614939,,,,,87.366394043,,2668.1064453,483307.59375,6827843.5,-2639.856689
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,2668.2584,,,,12.250000954,54.704845428,1.7110316753,1.6528202295,,,,,87.373191833,,2668.2583008,483307.625,6827843.5,-2640.005859
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,2668.4104,,,,12.250000954,53.978286743,1.7283991575,1.6272881031,,,,,87.032920837,,2668.4104004,483307.65625,6827843.5,-2640.155273
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,2668.5624,,,,12.250000954,53.251728058,1.7357952595,1.6270108223,,,,,87.215293884,,2668.5625,483307.65625,6827843.5,-2640.304688
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,2668.7144,,,,12.250000954,52.525169373,1.7456966639,1.6323521137,,,,,88.029945374,,2668.7143555,483307.6875,6827843.5,-2640.453857
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,2668.8664,,,,12.250000954,51.798606873,1.7373762131,1.6465762854,,,,,87.870254517,,2668.8664551,483307.71875,6827843.5,-2640.603027
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,2669.0184,,,,12.250000954,50.904792786,1.719468236,1.6721422672,,,,,85.689849854,,2669.0183105,483307.75,6827843.5,-2640.752197
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,2669.1704,,,,12.250000954,48.796550751,1.7173000574,1.6753000021,,,,,83.681655884,,2669.1704102,483307.75,6827843.5,-2640.901611
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,2669.3224,,,,12.250000954,46.688312531,1.6938109398,1.674290657,,,,,83.242500305,,2669.3225098,483307.78125,6827843.5,-2641.051025
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,2669.4744,,,,12.250000954,44.580070496,1.6566755772,1.6635690928,,,,,84.682571411,,2669.4743652,483307.8125,6827843.5,-2641.200195
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,2669.6264,,,,12.250000954,42.471832275,1.677099824,1.6461561918,,,,,85.930870056,,2669.6264648,483307.84375,6827843.5,-2641.349365
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,2669.7784,,,,12.250000954,40.363594055,1.7115263939,1.6383932829,,,,,86.77268219,,2669.7783203,483307.84375,6827843.5,-2641.498535
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,2669.9304,,,,12.250000954,38.25535202,1.7399863005,1.6271609068,,,,,87.270874023,,2669.9304199,483307.875,6827843.5,-2641.647949
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,2670.0824,,,,12.250000954,40.693119049,1.7443226576,1.6327741146,,,,,88.53074646,,2670.0825195,483307.90625,6827843.5,-2641.797119
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,2670.2344,,,,12.250000954,46.970718384,1.7478796244,1.6460986137,,,,,90.091682434,,2670.234375,483307.9375,6827843.5,-2641.946289
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,2670.3864,,,,12.250000954,53.248317719,1.7507787943,1.6459364891,,,,,91.076332092,,2670.3864746,483307.9375,6827843.5,-2642.095703
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,2670.5384,,,,12.250000954,59.525917053,1.7510999441,1.6456999779,,,,,91.27305603,,2670.5383301,483307.96875,6827843.5,-2642.245117
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,2670.6904,,,,12.250000954,65.803520203,1.7510999441,1.6456999779,,,,,91.153907776,,2670.6904297,483308.0,6827843.5,-2642.394287
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,2670.8424,,,,12.250000954,72.081115723,1.772454381,1.6713087559,,,,,90.551109314,,2670.8422852,483308.03125,6827843.5,-2642.543701
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,2670.9944,,,,12.250000954,78.358718872,1.8187800646,1.7268822193,,,,,89.514213562,,2670.9943848,483308.03125,6827843.5,-2642.692627
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,2671.1464,,,,12.250000954,77.951690674,1.8172631264,1.7721139193,,,,,87.722373962,,2671.1464844,483308.0625,6827843.5,-2642.842041
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,2671.2984,,,,12.250000954,77.288970947,1.7895642519,1.8170341253,,,,,85.852828979,,2671.2983398,483308.09375,6827843.5,-2642.991455
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,2671.4504,,,,12.250000954,76.62625885,1.7548410892,1.6996771097,,,,,84.624885559,,2671.4504395,483308.125,6827843.5,-2643.140625
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,2671.6024,,,,12.250000954,75.963539124,1.7154130936,1.6044185162,,,,,85.374526978,,2671.6022949,483308.125,6827843.5,-2643.289795
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,2671.7544,,,,12.250000954,75.300819397,1.6671028137,1.6052693129,,,,,86.878936768,,2671.7543945,483308.15625,6827843.5,-2643.439209
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,2671.9064,,,,12.250000954,74.63809967,1.6481882334,1.5731891394,,,,,89.184234619,,2671.9064941,483308.1875,6827843.5,-2643.588379
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,2672.0584,,,,12.250000954,72.490852356,1.6052855253,1.4927666187,,,,,90.846847534,,2672.0583496,483308.21875,6827843.5,-2643.737549
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,2672.2104,,,,12.250000954,67.964294434,1.5699317455,1.473372221,,,,,91.910591125,,2672.2104492,483308.25,6827843.0,-2643.886719
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,2672.3624,,,,12.250000954,63.437728882,1.5578649044,1.4616595507,,,,,91.457832336,,2672.3623047,483308.25,6827843.0,-2644.036133
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,2672.5144,,,,12.250000954,58.911170959,1.5501527786,1.4543739557,,,,,91.46157074,,2672.5144043,483308.28125,6827843.0,-2644.185547
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,2672.6664,,,,12.250000954,54.384609222,1.5218305588,1.4312306643,,,,,92.180130005,,2672.6665039,483308.3125,6827843.0,-2644.334717
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,2672.8184,,,,12.250000954,49.858047485,1.4796433449,1.4027370214,,,,,94.813400269,,2672.8183594,483308.34375,6827843.0,-2644.483887
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,2672.9704,,,,12.250000954,45.331489563,1.4570045471,1.3856338263,,,,,96.164657593,,2672.970459,483308.34375,6827843.0,-2644.633301
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,2673.1224,,,,12.250000954,44.308017731,1.4862478971,1.3885513544,,,,,95.137290955,,2673.1223145,483308.375,6827843.0,-2644.782471
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,2673.2744,,,,12.250000954,44.131698608,1.4923330545,1.388992548,,,,,92.957481384,,2673.2744141,483308.40625,6827843.0,-2644.931885
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,2673.4264,,,,12.250000954,43.955375671,1.4020251036,1.3307995796,,,,,91.866477966,,2673.4265137,483308.4375,6827843.0,-2645.081055
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,2673.5784,,,,12.250000954,43.779056549,1.3646404743,1.2931691408,,,,,93.202178955,,2673.5783691,483308.4375,6827843.0,-2645.230225
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,2673.7304,,,,12.250000954,43.602737427,1.3450074196,1.2968999147,,,,,94.44127655,,2673.7304688,483308.46875,6827843.0,-2645.379639
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,2673.8824,,,,12.250000954,43.426418304,1.3430719376,1.2962790728,,,,,94.886642456,,2673.8823242,483308.5,6827843.0,-2645.528809
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,2674.0344,,,,12.250000954,43.55488205,1.3381127119,1.2811807394,,,,,93.928337097,,2674.0344238,483308.53125,6827843.0,-2645.678223
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,2674.1864,,,,12.250000954,44.725280762,1.3231668472,1.2511382103,,,,,92.80796051,,2674.1862793,483308.53125,6827843.0,-2645.827393
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,2674.3384,,,,12.250000954,45.895679474,1.3172446489,1.2443515062,,,,,91.956115723,,2674.3383789,483308.5625,6827843.0,-2645.976563
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,2674.4904,,,,12.250000954,47.066082001,1.3040933609,1.2245304585,,,,,91.918762207,,2674.4904785,483308.59375,6827843.0,-2646.125977
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,2674.6424,,,,12.250000954,48.236480713,1.297981143,1.1922080517,,,,,92.119903564,,2674.642334,483308.625,6827843.0,-2646.275146
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,2674.7944,,,,12.250000954,49.40688324,1.2973999977,1.1884000301,,,,,92.338539124,,2674.7944336,483308.625,6827843.0,-2646.424316
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,2674.9464,,,,12.250000954,50.577281952,1.3020433187,1.2004345655,,,,,92.639305115,,2674.9462891,483308.65625,6827843.0,-2646.57373
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,2675.0984,,,,12.250000954,50.899475098,1.3159497976,1.2364991903,,,,,92.893974304,,2675.0983887,483308.6875,6827843.0,-2646.7229
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,2675.2504,,,,12.250000954,50.759632111,1.3177000284,1.2410999537,,,,,92.303871155,,2675.2504883,483308.71875,6827843.0,-2646.872314
Force_2020_all_wells_train_test_blind_hidden_final/34_6-1 S.las,34/6-1,2675.4024,,,,12.250000954,50.619792938,1.3322525024,1.2775595188,,,,,91.10887146,,2675.4023438,483308.75,6827843.0,-2647.021484
