source_file,well_name,DEPT,FORCE_2020_LITHOFACIES_CONFIDENCE,FORCE_2020_LITHOFACIES_LITHOLOGY,CALI,BS,DCAL,RDEP,RSHA,RMED,RXO,RMIC,SP,DTS,DTC,NPHI,PEF,GR,RHOB,DRHO,DEPTH_MD,X_LOC,Y_LOC,Z_LOC
Force_2020_all_wells_train_test_blind_hidden_final/31_2-19 S.las,31/2-19 S,2935.9824,1.0,65000.0,12.461122513,12.250000954,0.211122185,12.921340942,11.873543739,12.056775093,11.56398201,11.562532425,161.74032593,150.30700684,85.453468323,0.3673737347,3.3475215435,146.60565186,2.4379377365,-0.013493701,2935.9824219,519438.28125,6753324.5,-2644.93457
Force_2020_all_wells_train_test_blind_hidden_final/31_2-19 S.las,31/2-19 S,2936.1344,1.0,65000.0,12.462763786,12.250000954,0.2127635181,13.133103371,11.78669548,12.145741463,12.478367805,12.484510422,161.78346252,151.39311218,85.935127258,0.372077167,3.3262276649,150.05873108,2.4364385605,-0.013765355,2936.1345215,519438.1875,6753324.5,-2645.055664
Force_2020_all_wells_train_test_blind_hidden_final/31_2-19 S.las,31/2-19 S,2936.2864,1.0,65000.0,12.481328964,12.250000954,0.2313285917,13.248641014,12.255643845,12.188096046,12.47713089,12.476836205,162.12203979,150.28642273,86.288803101,0.3755753338,3.3490245342,150.88623047,2.4373414516,-0.014320735,2936.286377,519438.09375,6753325.0,-2645.176758
Force_2020_all_wells_train_test_blind_hidden_final/31_2-19 S.las,31/2-19 S,2936.4384,1.0,65000.0,12.513573647,12.250000954,0.2635740042,13.419726372,12.530586243,12.26378727,12.658624649,12.659861565,161.90386963,153.18572998,86.13343811,0.3717653751,3.3502562046,151.47251892,2.4338805676,-0.016220735,2936.4384766,519438.0,6753325.0,-2645.297852
Force_2020_all_wells_train_test_blind_hidden_final/31_2-19 S.las,31/2-19 S,2936.5904,1.0,65000.0,12.550348282,12.250000954,0.3003478646,13.548551559,12.557296753,12.37348938,12.162096024,12.1594944,162.15354919,155.84355164,85.831550598,0.3705370128,3.3357620239,143.69610596,2.4329912663,-0.016066929,2936.590332,519437.90625,6753325.0,-2645.418945
Force_2020_all_wells_train_test_blind_hidden_final/31_2-19 S.las,31/2-19 S,2936.7424,1.0,65000.0,12.569129944,12.250000954,0.319129914,13.538917542,12.093034744,12.435720444,11.849034309,11.847581863,162.2142334,157.49679565,85.967010498,0.3735934496,3.3797426224,141.00733948,2.4348573685,-0.014599738,2936.7424316,519437.8125,6753325.0,-2645.540039
Force_2020_all_wells_train_test_blind_hidden_final/31_2-19 S.las,31/2-19 S,2936.8944,1.0,65000.0,12.560416222,12.250000954,0.3104159534,13.467290878,11.010608673,12.423535347,10.830442429,10.8237257,162.28511047,156.3170166,86.133644104,0.3807199299,3.4056594372,144.20480347,2.4402389526,-0.012306824,2936.8945313,519437.71875,6753325.0,-2645.660889
Force_2020_all_wells_train_test_blind_hidden_final/31_2-19 S.las,31/2-19 S,2937.0464,1.0,65000.0,12.519869804,12.250000954,0.2698690891,13.462825775,11.760930061,12.507063866,12.633709908,12.646409035,162.77362061,156.20042419,86.560142517,0.3834621906,3.4026212692,146.68606567,2.4408590794,-0.011236221,2937.0463867,519437.65625,6753325.0,-2645.782227
Force_2020_all_wells_train_test_blind_hidden_final/31_2-19 S.las,31/2-19 S,2937.1984,1.0,65000.0,12.503077507,12.250000954,0.253077358,13.452925682,12.837388992,12.579576492,12.982818604,12.984401703,163.15879822,156.86509705,86.973976135,0.3874826729,3.4054825306,150.66645813,2.4318873882,-0.012216273,2937.1982422,519437.5625,6753325.0,-2645.90332
Force_2020_all_wells_train_test_blind_hidden_final/31_2-19 S.las,31/2-19 S,2937.3504,1.0,65000.0,12.496782303,12.250000954,0.2467830777,13.440511703,12.882807732,12.601708412,12.546712875,12.544350624,163.48719788,156.66363525,87.426780701,0.3867107332,3.4388051033,146.30049133,2.4232883453,-0.0134958,2937.3503418,519437.46875,6753325.0,-2646.02417
Force_2020_all_wells_train_test_blind_hidden_final/31_2-19 S.las,31/2-19 S,2937.5024,1.0,65000.0,12.504457474,12.250000954,0.2544571459,13.547997475,12.598471642,12.766091347,11.016493797,11.006360054,163.23129272,157.40927124,88.017913818,0.3925480247,3.5732355118,141.83752441,2.4302859306,-0.014025984,2937.5024414,519437.375,6753325.0,-2646.145264
Force_2020_all_wells_train_test_blind_hidden_final/31_2-19 S.las,31/2-19 S,2937.6544,1.0,65000.0,12.533931732,12.250000954,0.2839317024,13.718946457,10.332154274,12.936911583,5.3149232864,5.2763781548,163.50967407,157.46321106,88.711891174,0.3889451325,3.8150219917,140.17138672,2.4444568157,-0.014350918,2937.6542969,519437.28125,6753325.0,-2646.266357
Force_2020_all_wells_train_test_blind_hidden_final/31_2-19 S.las,31/2-19 S,2937.8064,1.0,65000.0,12.57593441,12.250000954,0.3259347975,13.978284836,4.8588504791,13.111681938,3.2136311531,3.2020158768,163.42207336,157.53060913,88.838432312,0.3821635246,3.8698377609,140.81478882,2.4488503933,-0.014624935,2937.8063965,519437.1875,6753325.0,-2646.387451
Force_2020_all_wells_train_test_blind_hidden_final/31_2-19 S.las,31/2-19 S,2937.9584,1.0,65000.0,12.591022491,12.250000954,0.3410225213,13.331315041,8.0536842346,12.607086182,11.685077667,11.730789185,163.38189697,159.42634583,88.923484802,0.3793204725,3.7198495865,142.55400085,2.4344038963,-0.015011024,2937.9584961,519437.125,6753325.0,-2646.508545
Force_2020_all_wells_train_test_blind_hidden_final/31_2-19 S.las,31/2-19 S,2938.1104,1.0,65000.0,12.589575768,12.250000954,0.3395762444,10.148540497,11.977731705,9.8596935272,12.553930283,12.555143356,163.19029236,159.24452209,89.167129517,0.3783000112,3.5693676472,143.87071228,2.4101667404,-0.015757481,2938.1105957,519437.03125,6753325.0,-2646.629639
Force_2020_all_wells_train_test_blind_hidden_final/31_2-19 S.las,31/2-19 S,2938.2624,1.0,65000.0,12.567480087,12.250000954,0.3174802065,7.9603133202,12.555717468,7.9047985077,10.048552513,10.030982018,162.84579468,160.58088684,89.357963562,0.3758328259,3.5390002728,142.05459595,2.3971076012,-0.016716799,2938.2624512,519436.9375,6753325.0,-2646.750732
Force_2020_all_wells_train_test_blind_hidden_final/31_2-19 S.las,31/2-19 S,2938.4144,1.0,65000.0,12.543358803,12.250000954,0.2933591604,7.1243143082,10.99638176,7.128238678,9.8307523727,9.8307714462,163.05708313,158.69584656,88.901313782,0.3684039414,3.572163105,140.78366089,2.4010801315,-0.016362991,2938.4143066,519436.84375,6753325.0,-2646.871582
Force_2020_all_wells_train_test_blind_hidden_final/31_2-19 S.las,31/2-19 S,2938.5664,1.0,65000.0,12.5399189,12.250000954,0.2899188697,7.0952100754,9.8861408234,7.0544724464,13.65396595,13.674589157,163.05888367,157.04679871,88.288963318,0.3626207113,3.5542936325,139.43347168,2.4201886654,-0.013943044,2938.5664063,519436.75,6753325.0,-2646.99292
Force_2020_all_wells_train_test_blind_hidden_final/31_2-19 S.las,31/2-19 S,2938.7184,1.0,65000.0,12.535871506,12.250000954,0.2858712971,9.0237874985,12.656407356,8.6631183624,14.312951088,14.314552307,162.55691528,157.74130249,88.021644592,0.3641010523,3.5005917549,140.89875793,2.4370243549,-0.011969292,2938.7185059,519436.65625,6753325.0,-2647.114014
Force_2020_all_wells_train_test_blind_hidden_final/31_2-19 S.las,31/2-19 S,2938.8704,1.0,65000.0,12.535334587,12.250000954,0.2853347361,10.754377365,14.401608467,10.185658455,14.328363419,14.328269958,162.69143677,157.51914978,87.870132446,0.3682645857,3.4267549515,143.83631897,2.4412970543,-0.012470079,2938.8703613,519436.5625,6753325.0,-2647.234863
Force_2020_all_wells_train_test_blind_hidden_final/31_2-19 S.las,31/2-19 S,2939.0224,1.0,65000.0,12.549573898,12.250000954,0.2995736003,11.704001427,13.872918129,11.023039818,12.716787338,12.705402374,163.08842468,155.31498718,87.837638855,0.3629784882,3.3890175819,144.05703735,2.4357273579,-0.01237559,2939.0224609,519436.5,6753325.0,-2647.355957
Force_2020_all_wells_train_test_blind_hidden_final/31_2-19 S.las,31/2-19 S,2939.1744,1.0,65000.0,12.570422173,12.250000954,0.3204228282,12.755583763,12.848426819,11.970107079,12.939889908,12.942019463,163.03723145,153.7237854,87.968948364,0.3542325497,3.3822124004,146.50317383,2.4231841564,-0.012080315,2939.1743164,519436.40625,6753325.0,-2647.477051
Force_2020_all_wells_train_test_blind_hidden_final/31_2-19 S.las,31/2-19 S,2939.3264,1.0,65000.0,12.593361855,12.250000954,0.343362242,13.694931984,13.315279007,12.808580399,13.311182976,13.312942505,163.1993103,156.30484009,88.030693054,0.35768345,3.3295109272,148.10292053,2.4111559391,-0.012379528,2939.326416,519436.3125,6753325.0,-2647.598145
Force_2020_all_wells_train_test_blind_hidden_final/31_2-19 S.las,31/2-19 S,2939.4784,1.0,65000.0,12.602344513,12.250000954,0.3523445725,14.08340168,13.202820778,13.102846146,12.746840477,12.742667198,163.44947815,154.66610718,88.057754517,0.3741139174,3.2486741543,146.9695282,2.4021549225,-0.013334121,2939.4785156,519436.21875,6753325.5,-2647.719238
Force_2020_all_wells_train_test_blind_hidden_final/31_2-19 S.las,31/2-19 S,2939.6304,1.0,65000.0,12.604687691,12.250000954,0.3546878397,14.017583847,12.70301342,13.03318882,12.820571899,12.821584702,163.53707886,157.92398071,88.125106812,0.386492908,3.2262279987,147.91007996,2.3976728916,-0.013959317,2939.6303711,519436.125,6753325.5,-2647.840332
Force_2020_all_wells_train_test_blind_hidden_final/31_2-19 S.las,31/2-19 S,2939.7824,1.0,65000.0,12.585399628,12.250000954,0.3353989422,13.825801849,12.219483376,12.852583885,11.488306046,11.478632927,163.37796021,158.93096924,88.178482056,0.3859929144,3.2577621937,152.34101868,2.3950693607,-0.014708661,2939.7824707,519436.03125,6753325.5,-2647.961426
Force_2020_all_wells_train_test_blind_hidden_final/31_2-19 S.las,31/2-19 S,2939.9344,1.0,65000.0,12.567760468,12.250000954,0.3177600205,13.78378582,11.96440506,12.725974083,12.126792908,12.131249428,163.58070374,155.37443542,88.187026978,0.3828769028,3.2763521671,150.12193298,2.3937411308,-0.014847244,2939.9343262,519435.96875,6753325.5,-2648.08252
Force_2020_all_wells_train_test_blind_hidden_final/31_2-19 S.las,31/2-19 S,2940.0864,1.0,65000.0,12.571026802,12.250000954,0.3210257888,13.740722656,12.196317673,12.673678398,12.335866928,12.336651802,163.73933411,156.42970276,88.0883255,0.3838803172,3.2358019352,146.15660095,2.3926463127,-0.013839108,2940.0864258,519435.875,6753325.5,-2648.203613
Force_2020_all_wells_train_test_blind_hidden_final/31_2-19 S.las,31/2-19 S,2940.2384,1.0,65000.0,12.586454391,12.250000954,0.3364533484,13.630227089,12.432682991,12.600455284,12.768792152,12.771823883,163.90600586,155.11006165,88.089073181,0.3864566684,3.1748187542,147.99472046,2.3898603916,-0.014057481,2940.2385254,519435.78125,6753325.5,-2648.324707
Force_2020_all_wells_train_test_blind_hidden_final/31_2-19 S.las,31/2-19 S,2940.3904,1.0,65000.0,12.613767624,12.250000954,0.3637674749,13.562685966,12.788066864,12.530169487,12.67021656,12.669107437,163.84498596,156.24124146,88.084228516,0.3846577406,3.1745898724,148.20884705,2.3916482925,-0.015064042,2940.3903809,519435.6875,6753325.5,-2648.445557
Force_2020_all_wells_train_test_blind_hidden_final/31_2-19 S.las,31/2-19 S,2940.5424,1.0,65000.0,12.635930061,12.250000954,0.3859304488,13.603966713,12.501536369,12.517508507,9.5158214569,9.4980649948,163.97621155,154.17607117,87.745376587,0.3846787512,3.3258602619,149.27748108,2.4027192593,-0.01436063,2940.5422363,519435.59375,6753325.5,-2648.56665
Force_2020_all_wells_train_test_blind_hidden_final/31_2-19 S.las,31/2-19 S,2940.6944,1.0,65000.0,12.642445564,12.250000954,0.3924451172,14.244062424,7.9839801788,12.977561951,4.2832818031,4.2569694519,163.61270142,154.578125,87.151512146,0.3739566803,3.5970258713,151.16230774,2.4182393551,-0.014864568,2940.6943359,519435.5,6753325.5,-2648.687744
Force_2020_all_wells_train_test_blind_hidden_final/31_2-19 S.las,31/2-19 S,2940.8464,1.0,65000.0,12.63411808,12.250000954,0.3841173351,14.116311073,5.2439723015,12.866815567,11.070219994,11.123103142,163.75967407,153.42164612,86.565910339,0.3620963395,3.7846932411,151.72119141,2.4274604321,-0.01660105,2940.8464355,519435.4375,6753325.5,-2648.808838
Force_2020_all_wells_train_test_blind_hidden_final/31_2-19 S.las,31/2-19 S,2940.9984,1.0,65000.0,12.625023842,12.250000954,0.3750231266,12.6115942,9.5356779099,11.609782219,12.464808464,12.46723175,164.11630249,152.59191895,86.09324646,0.3552727103,3.7299141884,149.56365967,2.4325463772,-0.017313911,2940.998291,519435.34375,6753325.5,-2648.929932
Force_2020_all_wells_train_test_blind_hidden_final/31_2-19 S.las,31/2-19 S,2941.1504,1.0,65000.0,12.613986015,12.250000954,0.3639855981,11.550492287,12.470162392,10.681499481,11.965610504,11.962460518,164.02706909,155.39816284,85.77911377,0.3556118011,3.6021723747,149.7089386,2.4323353767,-0.0174,2941.1503906,519435.25,6753325.5,-2649.051025
Force_2020_all_wells_train_test_blind_hidden_final/31_2-19 S.las,31/2-19 S,2941.3024,1.0,65000.0,12.59959507,12.250000954,0.349594295,11.045717239,11.834335327,10.161161423,11.244286537,11.240742683,164.14108276,156.24702454,85.60382843,0.3557220399,3.4557721615,151.51715088,2.4254469872,-0.017851444,2941.3024902,519435.15625,6753325.5,-2649.171875
Force_2020_all_wells_train_test_blind_hidden_final/31_2-19 S.las,31/2-19 S,2941.4544,1.0,65000.0,12.597506523,12.250000954,0.3475069106,10.509669304,11.283501625,9.6359167099,11.145271301,11.145258904,164.10957336,152.11303711,85.867889404,0.3567015827,3.3751165867,154.47541809,2.4173750877,-0.017076641,2941.4543457,519435.0625,6753325.5,-2649.293213
Force_2020_all_wells_train_test_blind_hidden_final/31_2-19 S.las,31/2-19 S,2941.6064,1.0,65000.0,12.611021996,12.250000954,0.3610220551,11.577395439,11.174661636,10.493189812,11.325133324,11.326473236,164.17469788,150.58285522,86.164787292,0.3649582863,3.3316874504,154.03511047,2.4104781151,-0.016367717,2941.6064453,519434.96875,6753325.5,-2649.414307
Force_2020_all_wells_train_test_blind_hidden_final/31_2-19 S.las,31/2-19 S,2941.7584,1.0,65000.0,12.646720886,12.250000954,0.3967206776,12.67580986,11.365765572,11.461986542,11.50185585,11.502958298,164.27772522,150.7038269,86.479110718,0.3765666783,3.3194248676,152.30223083,2.4074218273,-0.016833859,2941.7583008,519434.875,6753325.5,-2649.5354
Force_2020_all_wells_train_test_blind_hidden_final/31_2-19 S.las,31/2-19 S,2941.9104,1.0,65000.0,12.700399399,12.250000954,0.4503991604,12.981760025,11.449941635,11.790408134,11.267074585,11.265556335,164.11154175,150.27194214,86.845939636,0.3789325655,3.3668854237,148.50012207,2.4117965698,-0.017321523,2941.9104004,519434.8125,6753325.5,-2649.65625
Force_2020_all_wells_train_test_blind_hidden_final/31_2-19 S.las,31/2-19 S,2942.0624,1.0,65000.0,12.721139908,12.250000954,0.471139431,13.352421761,11.139937401,12.140796661,10.170478821,10.162858009,164.06889343,151.7721405,87.018577576,0.3797173202,3.598526001,144.4785614,2.4246497154,-0.01777559,2942.0625,519434.71875,6753325.5,-2649.777344
Force_2020_all_wells_train_test_blind_hidden_final/31_2-19 S.las,31/2-19 S,2942.2144,1.0,65000.0,12.697627068,12.250000954,0.4476260841,13.531211853,9.6201162338,12.282887459,4.9497256279,4.9117708206,163.64501953,153.63330078,87.105636597,0.3823902905,3.9518759251,145.07139587,2.4364335537,-0.018054856,2942.2143555,519434.625,6753325.5,-2649.898438
Force_2020_all_wells_train_test_blind_hidden_final/31_2-19 S.las,31/2-19 S,2942.3664,1.0,65000.0,12.65550518,12.250000954,0.4055040479,13.341334343,6.1668367386,12.083760262,8.6629247665,8.6976108551,163.28411865,154.19364929,87.042396545,0.3792973757,4.0724639893,145.9797821,2.4350867271,-0.018864306,2942.3664551,519434.53125,6753325.5,-2650.019531
Force_2020_all_wells_train_test_blind_hidden_final/31_2-19 S.las,31/2-19 S,2942.5184,1.0,65000.0,12.633419991,12.250000954,0.3834193051,11.994524956,7.6515741348,10.947365761,10.73571682,10.743199348,163.65206909,154.99279785,86.723602295,0.373431474,3.8029007912,147.51873779,2.4213833809,-0.020043308,2942.5183105,519434.4375,6753326.0,-2650.140625
Force_2020_all_wells_train_test_blind_hidden_final/31_2-19 S.las,31/2-19 S,2942.6704,1.0,65000.0,12.616230965,12.250000954,0.3662305772,10.715756416,10.915247917,9.8190336227,11.128519058,11.129461288,163.86991882,155.06687927,86.355651855,0.3671936989,3.4733347893,152.93890381,2.4132459164,-0.019905249,2942.6704102,519434.34375,6753326.0,-2650.261719
Force_2020_all_wells_train_test_blind_hidden_final/31_2-19 S.las,31/2-19 S,2942.8224,1.0,65000.0,12.616804123,12.250000954,0.3668040335,10.112945557,11.134217262,9.2537240982,11.265791893,11.266573906,163.6443634,153.7066803,85.918968201,0.365483731,3.3515119553,155.35101318,2.4207866192,-0.016655905,2942.8225098,519434.28125,6753326.0,-2650.382813
Force_2020_all_wells_train_test_blind_hidden_final/31_2-19 S.las,31/2-19 S,2942.9744,1.0,65000.0,12.642128944,12.250000954,0.3921288848,10.379353523,11.107315063,9.3942699432,10.200311661,10.19201088,163.8346405,152.28405762,84.971862793,0.3627519608,3.3665597439,154.52651978,2.4359741211,-0.014085826,2942.9743652,519434.1875,6753326.0,-2650.503906
Force_2020_all_wells_train_test_blind_hidden_final/31_2-19 S.las,31/2-19 S,2943.1264,1.0,65000.0,12.641224861,12.250000954,0.3912250996,11.202530861,10.289678574,10.004145622,6.3597617149,6.3377766609,163.79199219,151.83335876,83.925010681,0.3515078723,3.3727917671,150.32904053,2.45277071,-0.013846719,2943.1262207,519434.09375,6753326.0,-2650.625
Force_2020_all_wells_train_test_blind_hidden_final/31_2-19 S.las,31/2-19 S,2943.2784,1.0,65000.0,12.623477936,12.250000954,0.3734778166,11.767096519,7.0228919983,10.542604446,7.4891548157,7.4997701645,163.73194885,150.16703796,83.152267456,0.3457194269,3.3142035007,145.5083313,2.4647173882,-0.013693963,2943.2783203,519434.0,6753326.0,-2650.746094
Force_2020_all_wells_train_test_blind_hidden_final/31_2-19 S.las,31/2-19 S,2943.4304,1.0,65000.0,12.61167717,12.250000954,0.3616775572,11.245713234,7.8960671425,10.198630333,9.8162660599,9.8307580948,164.20127869,149.86682129,82.587966919,0.349437803,3.2764251232,139.63140869,2.469840765,-0.013125197,2943.4304199,519433.90625,6753326.0,-2650.866943
Force_2020_all_wells_train_test_blind_hidden_final/31_2-19 S.las,31/2-19 S,2943.5824,1.0,65000.0,12.605529785,12.250000954,0.3555305898,10.446632385,10.460534096,9.5721464157,10.746754646,10.750857353,164.53591919,148.81555176,82.400177002,0.3605139256,3.2666561604,142.73849487,2.4665179253,-0.014274803,2943.5825195,519433.8125,6753326.0,-2650.988037
Force_2020_all_wells_train_test_blind_hidden_final/31_2-19 S.las,31/2-19 S,2943.7344,1.0,65000.0,12.600440025,12.250000954,0.3504396081,10.333143234,10.796638489,9.4802570343,11.296157837,11.299568176,164.72293091,148.55757141,82.583198547,0.3678254783,3.2804503441,151.21560669,2.4657561779,-0.016170079,2943.734375,519433.71875,6753326.0,-2651.109375
Force_2020_all_wells_train_test_blind_hidden_final/31_2-19 S.las,31/2-19 S,2943.8864,1.0,65000.0,12.582085609,12.250000954,0.3320851922,10.168606758,11.032566071,9.3670148849,10.09241581,10.084410667,164.74754333,148.80020142,83.279396057,0.3659488261,3.2999684811,151.55032349,2.4670732021,-0.016444093,2943.8864746,519433.65625,6753326.0,-2651.230225
Force_2020_all_wells_train_test_blind_hidden_final/31_2-19 S.las,31/2-19 S,2944.0384,1.0,65000.0,12.553357124,12.250000954,0.3033571243,10.201830864,10.010480881,9.3976144791,9.1722078323,9.1674146652,165.10760498,147.48687744,83.744438171,0.3590123355,3.2825505733,150.85780334,2.4664409161,-0.01562782,2944.0385742,519433.5625,6753326.0,-2651.351318
Force_2020_all_wells_train_test_blind_hidden_final/31_2-19 S.las,31/2-19 S,2944.1904,1.0,65000.0,12.542537689,12.250000954,0.292538017,11.055843353,9.2070932388,10.042721748,7.775914669,7.7660684586,165.27493286,147.62155151,83.375953674,0.3491729796,3.2777516842,150.12016296,2.4652853012,-0.014948556,2944.1904297,519433.46875,6753326.0,-2651.472412
Force_2020_all_wells_train_test_blind_hidden_final/31_2-19 S.las,31/2-19 S,2944.3424,1.0,65000.0,12.547495842,12.250000954,0.2974961102,11.865918159,6.9350824356,10.705085754,5.8335075378,5.8204369545,164.83857727,146.75160217,82.539329529,0.3398842514,3.2470061779,150.20518494,2.4670920372,-0.014644095,2944.3422852,519433.375,6753326.0,-2651.593506
Force_2020_all_wells_train_test_blind_hidden_final/31_2-19 S.las,31/2-19 S,2944.4944,1.0,65000.0,12.567577362,12.250000954,0.3175781965,11.342330933,7.1003627777,10.351649284,8.5536308289,8.5730714798,164.59317017,146.64659119,81.907470703,0.3346417248,3.2227663994,153.02603149,2.4730894566,-0.012821523,2944.4943848,519433.28125,6753326.0,-2651.7146
Force_2020_all_wells_train_test_blind_hidden_final/31_2-19 S.las,31/2-19 S,2944.6464,1.0,65000.0,12.59234333,12.250000954,0.3423437178,10.403697968,9.2188224792,9.6023073196,9.5139493942,9.5158052444,164.5625,146.65704346,81.372024536,0.3411905468,3.2312252522,154.35980225,2.4693238735,-0.01170525,2944.6464844,519433.1875,6753326.0,-2651.835693
Force_2020_all_wells_train_test_blind_hidden_final/31_2-19 S.las,31/2-19 S,2944.7984,1.0,65000.0,12.595065117,12.250000954,0.3450660706,10.130743027,9.4976024628,9.3530254364,8.5219573975,8.5136108398,164.31053162,148.31748962,80.639503479,0.3515275419,3.255685091,154.79910278,2.4590647221,-0.012200788,2944.7983398,519433.125,6753326.0,-2651.956543
Force_2020_all_wells_train_test_blind_hidden_final/31_2-19 S.las,31/2-19 S,2944.9504,1.0,65000.0,12.583881378,12.250000954,0.3338818848,10.215106964,8.8695983887,9.464717865,3.0264322758,2.9846372604,164.15649414,149.16886902,80.185745239,0.3570052385,3.2748727798,153.9601593,2.457006216,-0.013152231,2944.9504395,519433.03125,6753326.0,-2652.077637
Force_2020_all_wells_train_test_blind_hidden_final/31_2-19 S.las,31/2-19 S,2945.1024,1.0,65000.0,12.567474365,12.250000954,0.3174751401,10.767204285,4.8253908157,9.9732294083,7.3453574181,7.3810577393,164.15649414,148.78918457,80.161949158,0.349724412,3.2256023884,151.53114319,2.4694235325,-0.012902888,2945.1022949,519432.96875,6753326.0,-2652.19873
Force_2020_all_wells_train_test_blind_hidden_final/31_2-19 S.las,31/2-19 S,2945.2544,1.0,65000.0,12.537115097,12.250000954,0.2871150672,9.1895990372,5.7792010307,8.6953878403,10.272050858,10.281338692,163.69046021,148.7171936,80.509147644,0.3364315033,3.1824321747,151.59884644,2.4854030609,-0.011750394,2945.2543945,519432.875,6753326.0,-2652.320068
Force_2020_all_wells_train_test_blind_hidden_final/31_2-19 S.las,31/2-19 S,2945.4064,1.0,65000.0,12.503811836,12.250000954,0.2538117766,6.6783027649,10.25802803,6.5686440468,10.303106308,10.300386429,163.80593872,148.37973022,81.071083069,0.3276630044,3.1864910126,150.66346741,2.4870579243,-0.012292125,2945.4064941,519432.78125,6753326.0,-2652.440918
Force_2020_all_wells_train_test_blind_hidden_final/31_2-19 S.las,31/2-19 S,2945.5584,1.0,65000.0,12.495177269,12.250000954,0.2451771796,5.894305706,10.326479912,5.8374958038,9.4390335083,9.4327898026,164.03642273,147.36077881,81.256858826,0.3312910795,3.2463374138,147.46052551,2.4834835529,-0.014225197,2945.5583496,519432.6875,6753326.0,-2652.562012
Force_2020_all_wells_train_test_blind_hidden_final/31_2-19 S.las,31/2-19 S,2945.7104,1.0,80000.0,12.522681236,12.250000954,0.2726819813,5.3323221207,9.2106275558,5.3397855759,7.7273249626,7.7150878906,163.38386536,145.20425415,80.744277954,0.331605494,3.3592102528,145.93899536,2.5030975342,-0.014574803,2945.7104492,519432.59375,6753326.0,-2652.683105
Force_2020_all_wells_train_test_blind_hidden_final/31_2-19 S.las,31/2-19 S,2945.8624,1.0,80000.0,12.59959507,12.250000954,0.3495952785,6.3428797722,7.9189448357,6.1623106003,4.1000552177,4.0790328979,163.30348206,141.92512512,79.497695923,0.3118719161,3.5561013222,144.41915894,2.5487747192,-0.011557743,2945.8623047,519432.5,6753326.5,-2652.804199
Force_2020_all_wells_train_test_blind_hidden_final/31_2-19 S.las,31/2-19 S,2946.0144,1.0,80000.0,12.658766747,12.250000954,0.4087666571,7.651591301,5.4642248154,7.3099255562,10.609591484,10.666526794,163.59481812,141.22058105,77.788986206,0.2864913344,3.8047983646,146.28938293,2.5959589481,-0.007471654,2946.0144043,519432.4375,6753326.5,-2652.925293
Force_2020_all_wells_train_test_blind_hidden_final/31_2-19 S.las,31/2-19 S,2946.1664,1.0,80000.0,12.672118187,12.250000954,0.422118187,7.9441418648,9.2323713303,7.5981225967,17.143661499,17.180681229,163.53248596,138.33433533,75.624595642,0.2653078735,3.9901149273,140.8420105,2.6160833836,-0.007269292,2946.1665039,519432.34375,6753326.5,-2653.046387
Force_2020_all_wells_train_test_blind_hidden_final/31_2-19 S.las,31/2-19 S,2946.3184,1.0,80000.0,12.648188591,12.250000954,0.3981887102,8.9530363083,16.319755554,8.4026174545,7.9627385139,7.8770656586,163.26115417,134.95426941,72.502090454,0.2510480285,4.0921053886,126.83550262,2.6139101982,-0.008110236,2946.3183594,519432.25,6753326.5,-2653.167236
Force_2020_all_wells_train_test_blind_hidden_final/31_2-19 S.las,31/2-19 S,2946.4704,1.0,80000.0,12.573613167,12.250000954,0.3236123919,10.055905342,11.459797859,9.297577858,16.694871902,16.772096634,163.11875916,132.05235291,70.463020325,0.23591654,4.0702056885,119.36990356,2.6007182598,-0.002756955,2946.4702148,519432.15625,6753326.5,-2653.288574
Force_2020_all_wells_train_test_blind_hidden_final/31_2-19 S.las,31/2-19 S,2946.6224,1.0,80000.0,12.487323761,12.250000954,0.2373238057,10.602860451,12.175068855,9.606543541,19.809410095,19.807813644,163.54527283,129.72041321,71.011932373,0.2374126017,3.9156284332,115.15150452,2.568518877,0.0028755907,2946.6223145,519432.0625,6753326.5,-2653.409668
Force_2020_all_wells_train_test_blind_hidden_final/31_2-19 S.las,31/2-19 S,2946.7744,1.0,80000.0,12.353895187,12.250000954,0.1038958579,12.031250954,19.174406052,10.57076931,10.444032669,10.366794586,163.58135986,128.26350403,72.949188232,0.2639086545,3.6829211712,123.4927597,2.5296227932,0.0042060367,2946.7744141,519431.96875,6753326.5,-2653.530518
Force_2020_all_wells_train_test_blind_hidden_final/31_2-19 S.las,31/2-19 S,2946.9264,1.0,80000.0,12.290974617,12.250000954,0.0409747697,13.541754723,12.759426117,11.681645393,7.335208416,7.3321638107,163.33760071,128.47312927,74.85357666,0.3001868725,3.4465267658,135.96687317,2.5073304176,0.0050811023,2946.9265137,519431.90625,6753326.5,-2653.651611
Force_2020_all_wells_train_test_blind_hidden_final/31_2-19 S.las,31/2-19 S,2947.0784,1.0,80000.0,12.369783401,12.250000954,0.1197832376,13.819237709,6.891122818,11.804599762,7.8049445152,7.8088436127,163.61170959,129.81271362,76.428291321,0.3220007718,3.2634015083,143.05133057,2.5052361488,0.0053637791,2947.0783691,519431.8125,6753326.5,-2653.772705
